,County,Zip_Code
1165,Los Angeles County,90056
1166,Sacramento County,95817
1167,Alameda County,94702
1168,Los Angeles County,91042
1169,Los Angeles County,90703
1170,Mendocino County,95587
1171,Los Angeles County,90241
1172,Los Angeles County,93535
1173,Riverside County,92583
1174,San Joaquin County,95330
1175,Mendocino County,95468
1176,Sacramento County,95758
1177,San Diego County,92130
1178,Los Angeles County,91605
1179,San Diego County,92118
1180,Monterey County,93953
1181,San Francisco County,94108
1182,Del Norte County,95543
1183,San Bernardino County,92324
1184,Kern County,93531
1185,Marin County,94920
1186,Los Angeles County,91206
1187,Mariposa County,93623
1188,Yuba County,95961
1189,Butte County,95965
1190,San Diego County,91963
1191,Los Angeles County,90049
1192,Monterey County,93923
1193,Los Angeles County,91007
1194,El Dorado County,95667
1195,El Dorado County,95634
1196,Monterey County,95012
1197,Mendocino County,95454
1198,Los Angeles County,91724
1199,Mendocino County,95459
1200,Sutter County,95659
1201,Del Norte County,95567
1202,San Diego County,92107
1203,Sonoma County,95444
1204,Amador County,95666
1205,Monterey County,93955
1206,San Diego County,92101
1207,Tuolumne County,95370
1208,Los Angeles County,91754
1209,San Bernardino County,91730
1210,Placer County,95713
1211,San Diego County,91905
1212,Los Angeles County,90245
1213,Los Angeles County,90712
1214,San Diego County,92036
1215,Tehama County,96029
1216,El Dorado County,95720
1217,San Bernardino County,91786
1218,Contra Costa County,94514
1219,San Diego County,92027
1220,El Dorado County,95672
1221,Siskiyou County,96097
1222,Fresno County,93641
1223,Contra Costa County,94520
1224,Orange County,92629
1225,Imperial County,92243
1226,San Diego County,92109
1227,Orange County,92660
1228,San Luis Obispo County,93465
1229,Los Angeles County,91506
1230,Calaveras County,95223
1231,El Dorado County,95635
1232,Los Angeles County,90018
1233,Alameda County,94588
1234,San Diego County,92069
1235,Santa Barbara County,93101
1236,San Mateo County,94025
1237,Los Angeles County,90732
1238,San Joaquin County,95210
1239,Riverside County,92879
1240,Merced County,95315
1241,Shasta County,96047
1242,Merced County,95348
1243,Los Angeles County,91381
1244,Orange County,90630
1245,Napa County,94576
1246,Stanislaus County,95355
1247,Mariposa County,95338
1248,Riverside County,92508
1249,Orange County,92701
1250,Los Angeles County,91775
1251,Tulare County,93223
1252,Riverside County,92506
1253,Tulare County,93221
1254,Los Angeles County,91501
1255,Sonoma County,95425
1256,Los Angeles County,90291
1257,San Diego County,91977
1258,Kern County,93205
1259,Santa Cruz County,95003
1260,Los Angeles County,91325
1261,San Francisco County,94104
1262,San Diego County,92122
1263,Riverside County,92592
1264,Imperial County,92243
1265,Riverside County,92584
1266,Los Angeles County,90046
1267,Los Angeles County,91504
1268,Los Angeles County,91367
1269,Fresno County,93621
1270,Merced County,95374
1271,Lassen County,96136
1272,Orange County,92683
1273,Los Angeles County,91733
1274,Solano County,94592
1275,Riverside County,92881
1276,Los Angeles County,91790
1277,Los Angeles County,90305
1278,Santa Clara County,95032
1279,Los Angeles County,90012
1280,Los Angeles County,90606
1281,El Dorado County,95619
1282,Los Angeles County,90057
1283,Los Angeles County,90604
1284,Los Angeles County,91107
1285,Los Angeles County,90815
1286,Sacramento County,95818
1287,Los Angeles County,90077
1288,Marin County,94947
1289,Mendocino County,95410
1290,Orange County,92657
1291,San Diego County,92070
1292,Santa Barbara County,93117
1293,San Mateo County,94025
1294,Sacramento County,95843
1295,Los Angeles County,91502
1296,Contra Costa County,94806
1297,Los Angeles County,91789
1298,Sacramento County,95641
1299,Los Angeles County,90221
1300,San Diego County,92109
1301,San Diego County,92109
1302,Los Angeles County,90822
1303,Tulare County,93235
1304,Tulare County,93262
1305,San Diego County,92064
1306,Sutter County,95991
1307,Placer County,95602
1308,Yuba County,95901
1309,Sonoma County,95448
1310,Yuba County,95981
1311,El Dorado County,95762
1312,Riverside County,92253
1313,Mendocino County,95463
1314,San Diego County,92065
1315,Los Angeles County,90025
1316,Riverside County,92230
1317,Los Angeles County,90403
1318,Santa Cruz County,95003
1319,Solano County,94571
1320,Lake County,95423
1321,Sonoma County,95403
1322,Contra Costa County,94526
1323,Sacramento County,95834
1324,San Francisco County,94116
1325,San Mateo County,94030
1326,Los Angeles County,91767
1327,Santa Barbara County,93463
1328,San Bernardino County,92363
1329,Los Angeles County,91770
1330,Santa Barbara County,93111
1331,Los Angeles County,90745
1332,Orange County,92780
1333,San Francisco County,94130
1334,Riverside County,92879
1335,El Dorado County,95709
1336,Fresno County,93650
1337,San Diego County,92066
1338,Los Angeles County,90732
1339,Los Angeles County,91311
1340,Alameda County,94612
1341,San Mateo County,94402
1342,Riverside County,92220
1343,Merced County,95374
1344,Los Angeles County,90650
1345,Napa County,94515
1346,Yolo County,95618
1347,San Bernardino County,92310
1348,Los Angeles County,90043
1349,Los Angeles County,91501
1350,Alameda County,94541
1351,Yolo County,95607
1352,Madera County,93610
1353,Los Angeles County,90047
1354,Santa Clara County,95113
1355,Orange County,92801
1356,Los Angeles County,90802
1357,Los Angeles County,90710
1358,Sonoma County,95442
1359,San Bernardino County,92305
1360,Alameda County,94579
1361,Contra Costa County,94596
1362,Merced County,95374
1363,Plumas County,96105
1364,Riverside County,92253
1365,Kern County,93531
1366,Inyo County,92328
1367,Fresno County,93628
1368,Sacramento County,95693
1369,Alameda County,94577
1370,Marin County,94903
1371,Santa Clara County,94087
1372,Los Angeles County,90018
1373,Contra Costa County,94572
1374,Los Angeles County,90014
1375,Marin County,94904
1376,Alameda County,94568
1377,Fresno County,93609
1378,San Diego County,92036
1379,Colusa County,95932
1380,Fresno County,93612
1381,Monterey County,93923
1382,Riverside County,92536
1383,Siskiyou County,95568
1384,Nevada County,95945
1385,San Diego County,92029
1386,Orange County,92626
1387,Santa Clara County,95138
1388,Humboldt County,95573
1389,Orange County,92823
1390,San Diego County,91942
1391,Los Angeles County,90028
1392,Stanislaus County,95356
1393,Orange County,92708
1394,Sonoma County,95409
1395,Mendocino County,95428
1396,Los Angeles County,91754
1397,Alameda County,94566
1398,Plumas County,96103
1399,Madera County,93637
1400,Los Angeles County,91411
1401,Nevada County,95945
1402,Orange County,92701
1403,Riverside County,92276
1404,Tulare County,93603
1405,Los Angeles County,90062
1406,Alameda County,94544
1407,Fresno County,93656
1408,Humboldt County,95570
1409,Los Angeles County,91791
1410,San Diego County,92027
1411,San Diego County,91942
1412,San Diego County,92064
1413,Los Angeles County,90501
1414,Shasta County,96017
1415,Santa Clara County,95112
1416,San Bernardino County,92315
1417,Mendocino County,95428
1418,Los Angeles County,91352
1419,Monterey County,93905
1420,Sutter County,95953
1421,Los Angeles County,91504
1422,Orange County,90630
1423,San Diego County,92106
1424,San Diego County,91906
1425,Solano County,94512
1426,Santa Clara County,95138
1427,Stanislaus County,95323
1428,San Francisco County,94115
1429,Riverside County,92592
1430,San Mateo County,94070
1431,Los Angeles County,91344
1432,Ventura County,93004
1433,Placer County,95661
1434,Los Angeles County,90304
1435,San Bernardino County,91739
1436,Lassen County,96121
1437,Los Angeles County,90232
1438,San Bernardino County,92242
1439,Riverside County,92587
1440,San Diego County,92129
1441,Imperial County,92243
1442,Yuba County,95922
1443,Tuolumne County,95329
1444,Sonoma County,95421
1445,Los Angeles County,91754
1446,Butte County,95930
1447,Los Angeles County,91780
1448,Mendocino County,95587
1449,Stanislaus County,95363
1450,San Diego County,91910
1451,San Francisco County,94118
1452,San Bernardino County,92363
1453,Shasta County,96040
1454,Ventura County,93001
1455,Los Angeles County,90015
1456,Siskiyou County,96050
1457,Los Angeles County,90638
1458,Kings County,93202
1459,Del Norte County,95567
1460,Fresno County,93660
1461,San Diego County,92056
1462,Fresno County,93726
1463,San Bernardino County,92309
1464,Tulare County,93271
1465,Siskiyou County,96038
1466,San Diego County,92122
1467,Santa Clara County,95035
1468,Tulare County,93257
1469,Alameda County,94609
1470,Marin County,94949
1471,Los Angeles County,93543
1472,Orange County,92602
1473,Mendocino County,95445
1474,Los Angeles County,91403
1475,Orange County,92845
1476,Fresno County,93721
1477,El Dorado County,95709
1478,San Mateo County,94070
1479,Kern County,93206
1480,Los Angeles County,90211
1481,Marin County,94930
1482,Colusa County,95912
1483,Placer County,95663
1484,Orange County,90720
1485,Santa Clara County,95020
1486,Siskiyou County,96134
1487,San Mateo County,94027
1488,Los Angeles County,90058
1489,Sutter County,95982
1490,San Bernardino County,91737
1491,San Diego County,92126
1492,San Diego County,91902
1493,San Diego County,92123
1494,Los Angeles County,91342
1495,Los Angeles County,90806
1496,Placer County,95722
1497,Kern County,93307
1498,Santa Clara County,95014
1499,San Diego County,92025
1500,Los Angeles County,90712
1501,Sacramento County,95670
1502,Stanislaus County,95360
1503,Yolo County,95695
1504,Siskiyou County,96094
1505,San Diego County,92126
1506,San Diego County,92056
1507,Orange County,90623
1508,San Diego County,92027
1509,Fresno County,93609
1510,San Bernardino County,92399
1511,Mendocino County,95459
1512,Kings County,93212
1513,San Bernardino County,92314
1514,Orange County,92821
1515,Marin County,94901
1516,Tulare County,93618
1517,Siskiyou County,96038
1518,Lake County,95458
1519,Los Angeles County,90012
1520,Orange County,92705
1521,Orange County,92804
1522,San Diego County,92057
1523,San Bernardino County,91709
1524,Mendocino County,95445
1525,Santa Clara County,95110
1526,Yolo County,95776
1527,Los Angeles County,90290
1528,Monterey County,93906
1529,Los Angeles County,90278
1530,San Francisco County,94109
1531,Santa Clara County,94040
1532,Shasta County,96003
1533,San Diego County,91980
1534,Los Angeles County,90670
1535,Sonoma County,95472
1536,Alameda County,94568
1537,Kern County,93505
1538,Siskiyou County,96097
1539,Lassen County,96121
1540,Santa Clara County,95070
1541,Los Angeles County,90712
1542,Los Angeles County,91350
1543,San Joaquin County,95207
1544,Mono County,93546
1545,San Diego County,92084
1546,Tuolumne County,95346
1547,Los Angeles County,90303
1548,Glenn County,95939
1549,Mariposa County,95306
1550,San Bernardino County,92373
1551,Kern County,93250
1552,Tulare County,93221
1553,San Joaquin County,95206
1554,Monterey County,93906
1555,Madera County,93643
1556,Sonoma County,94922
1557,Butte County,95917
1558,Ventura County,93066
1559,Los Angeles County,91304
1560,Shasta County,96002
1561,Riverside County,92562
1562,Fresno County,93611
1563,Glenn County,95943
1564,Calaveras County,95247
1565,Placer County,95747
1566,Kern County,93287
1567,Los Angeles County,91364
1568,San Bernardino County,92405
1569,Orange County,92804
1570,Contra Costa County,94563
1571,Los Angeles County,91773
1572,Los Angeles County,91325
1573,Sacramento County,95830
1574,San Benito County,95045
1575,San Diego County,91942
1576,Riverside County,92253
1577,San Diego County,92113
1578,Mono County,93512
1579,Orange County,92673
1580,Ventura County,91360
1581,Ventura County,93003
1582,Riverside County,92509
1583,Los Angeles County,90638
1584,Los Angeles County,90505
1585,Los Angeles County,91780
1586,Los Angeles County,90502
1587,Orange County,92629
1588,Los Angeles County,90230
1589,San Benito County,95045
1590,Riverside County,92241
1591,Kern County,93561
1592,Los Angeles County,90701
1593,Humboldt County,95514
1594,Santa Cruz County,95005
1595,Santa Barbara County,93458
1596,Inyo County,92328
1597,Riverside County,92225
1598,San Luis Obispo County,93453
1599,Orange County,92706
1600,Humboldt County,95562
1601,Orange County,92602
1602,Riverside County,92518
1603,Shasta County,96069
1604,San Diego County,92108
1605,Riverside County,92234
1606,Tulare County,93244
1607,San Mateo County,94303
1608,Los Angeles County,90045
1609,Solano County,94585
1610,San Diego County,92119
1611,Los Angeles County,91364
1612,Imperial County,92231
1613,Los Angeles County,91204
1614,Orange County,92649
1615,Los Angeles County,91766
1616,Riverside County,92518
1617,Kern County,93306
1618,Solano County,95620
1619,San Diego County,92027
1620,San Bernardino County,92285
1621,San Luis Obispo County,93451
1622,Sonoma County,95444
1623,Humboldt County,95519
1624,Kern County,93241
1625,Humboldt County,95524
1626,San Diego County,92173
1627,Santa Clara County,95123
1628,Solano County,94592
1629,San Diego County,92027
1630,Los Angeles County,90716
1631,San Diego County,92116
1632,Los Angeles County,90240
1633,Orange County,92823
1634,Marin County,94960
1635,Sacramento County,95660
1636,San Diego County,91980
1637,Los Angeles County,90220
1638,Sutter County,95957
1639,Sutter County,95957
1640,Los Angeles County,91316
1641,Napa County,94567
1642,Mendocino County,95456
1643,Los Angeles County,90713
1644,Kern County,93307
1645,Tuolumne County,95379
1646,Alameda County,94703
1647,Madera County,93643
1648,Sonoma County,95444
1649,Lassen County,96137
1650,San Diego County,91915
1651,Mendocino County,95468
1652,Kern County,93313
1653,Orange County,92692
1654,San Francisco County,94107
1655,San Diego County,91935
1656,Placer County,95602
1657,Lassen County,96132
1658,Riverside County,92587
1659,Kern County,93238
1660,Contra Costa County,94801
1661,Solano County,94533
1662,Santa Clara County,95126
1663,Tulare County,93647
1664,Orange County,90740
1665,Kern County,93280
1666,Los Angeles County,90701
1667,Orange County,92804
1668,Yolo County,95605
1669,Monterey County,93925
1670,San Mateo County,94025
1671,San Bernardino County,92316
1672,Fresno County,93727
1673,Fresno County,93630
1674,Los Angeles County,91501
1675,Orange County,92663
1676,Los Angeles County,91106
1677,Riverside County,92591
1678,Ventura County,93065
1679,Riverside County,92539
1680,Orange County,92657
1681,San Diego County,92027
1682,Humboldt County,95503
1683,Mono County,96107
1684,Butte County,95965
1685,Calaveras County,95250
1686,Sonoma County,95403
1687,Los Angeles County,90810
1688,Butte County,95942
1689,Kern County,93206
1690,Stanislaus County,95360
1691,San Joaquin County,95203
1692,Los Angeles County,90247
1693,Shasta County,96056
1694,Humboldt County,95514
1695,Contra Costa County,94801
1696,Inyo County,93513
1697,Alameda County,94621
1698,Marin County,94945
1699,Shasta County,96007
1700,Orange County,92612
1701,Los Angeles County,90716
1702,Tulare County,93286
1703,Contra Costa County,94514
1704,Tulare County,93291
1705,San Diego County,92129
1706,San Bernardino County,91730
1707,San Diego County,92120
1708,Santa Clara County,95130
1709,San Mateo County,94403
1710,El Dorado County,95682
1711,Contra Costa County,94547
1712,Los Angeles County,90033
1713,Amador County,95640
1714,Orange County,92625
1715,Los Angeles County,90242
1716,Sonoma County,95439
1717,Alameda County,94618
1718,Los Angeles County,90005
1719,San Mateo County,94401
1720,Los Angeles County,91352
1721,San Luis Obispo County,93432
1722,Madera County,93653
1723,San Diego County,92028
1724,Santa Clara County,94086
1725,Siskiyou County,96057
1726,Sacramento County,95683
1727,San Diego County,92029
1728,San Diego County,92126
1729,Marin County,94937
1730,San Diego County,92020
1731,Solano County,94589
1732,Riverside County,92584
1733,Solano County,94590
1734,Riverside County,92880
1735,Monterey County,93950
1736,Los Angeles County,90292
1737,Riverside County,92543
1738,San Diego County,92037
1739,Sierra County,95910
1740,Los Angeles County,90713
1741,San Joaquin County,95337
1742,Los Angeles County,90710
1743,Fresno County,93702
1744,Los Angeles County,90813
1745,San Luis Obispo County,93446
1746,Ventura County,93066
1747,San Diego County,92054
1748,Shasta County,96073
1749,Lake County,95443
1750,Santa Clara County,95124
1751,Los Angeles County,90804
1752,Orange County,92865
1753,Riverside County,92592
1754,Los Angeles County,90744
1755,Madera County,93601
1756,Tehama County,96055
1757,Orange County,92627
1758,Merced County,95388
1759,Alameda County,94568
1760,Kern County,93306
1761,Santa Clara County,95140
1762,Los Angeles County,90013
1763,Alameda County,94555
1764,Los Angeles County,91776
1765,San Bernardino County,91737
1766,Los Angeles County,90274
1767,Shasta County,96002
1768,Merced County,93635
1769,San Diego County,92003
1770,Orange County,92618
1771,Riverside County,92505
1772,Kern County,93243
1773,Ventura County,93004
1774,San Diego County,92124
1775,Riverside County,92282
1776,Los Angeles County,90024
1777,Tulare County,93262
1778,Yuba County,95922
1779,Los Angeles County,90036
1780,Sutter County,95953
1781,Humboldt County,95555
1782,Plumas County,96105
1783,Shasta County,96040
1784,Del Norte County,95543
1785,Sacramento County,95822
1786,Orange County,92646
1787,Alameda County,94542
1788,Orange County,90620
1789,Riverside County,92270
1790,Santa Cruz County,95065
1791,Kern County,93313
1792,Contra Costa County,94530
1793,Tulare County,93262
1794,Los Angeles County,91108
1795,Marin County,94930
1796,Tuolumne County,95327
1797,Los Angeles County,91001
1798,Los Angeles County,90071
1799,Mendocino County,95420
1800,Tehama County,96035
1801,Contra Costa County,94553
1802,Nevada County,95975
1803,Riverside County,92270
1804,San Diego County,92122
1805,San Diego County,92139
1806,Mendocino County,95449
1807,San Diego County,92120
1808,Mendocino County,95488
1809,San Diego County,92028
1810,Placer County,95681
1811,Los Angeles County,90503
1812,San Diego County,91916
1813,Humboldt County,95503
1814,Trinity County,96076
1815,Sonoma County,95407
1816,Solano County,94592
1817,Sutter County,95674
1818,Kern County,93251
1819,San Mateo County,94021
1820,Alameda County,94578
1821,San Diego County,92130
1822,Orange County,92807
1823,Orange County,92629
1824,Stanislaus County,95385
1825,San Diego County,92027
1826,Stanislaus County,95354
1827,San Diego County,92122
1828,Amador County,95685
1829,Riverside County,92592
1830,Los Angeles County,90703
1831,Fresno County,93664
1832,Sacramento County,95833
1833,Riverside County,92590
1834,Los Angeles County,91405
1835,San Mateo County,94070
1836,Glenn County,95988
1837,Los Angeles County,90222
1838,San Luis Obispo County,93442
1839,San Diego County,91980
1840,Marin County,94970
1841,Los Angeles County,93551
1842,Humboldt County,95519
1843,Orange County,92675
1844,San Diego County,92124
1845,Santa Barbara County,93434
1846,Imperial County,92283
1847,Orange County,92707
1848,San Diego County,92066
1849,San Diego County,92083
1850,Riverside County,92545
1851,San Diego County,91963
1852,San Mateo County,94038
1853,Los Angeles County,91010
1854,Orange County,92835
1855,Alameda County,94566
1856,Los Angeles County,90405
1857,San Bernardino County,92335
1858,Los Angeles County,91335
1859,Kern County,93243
1860,Los Angeles County,91202
1861,Los Angeles County,91750
1862,Glenn County,95963
1863,San Diego County,91911
1864,Tuolumne County,95370
1865,San Bernardino County,92305
1866,San Diego County,92065
1867,Siskiyou County,96085
1868,Orange County,90630
1869,Inyo County,93526
1870,San Diego County,92130
1871,Riverside County,92506
1872,Napa County,94559
1873,Solano County,94589
1874,Riverside County,92562
1875,Lake County,95451
1876,San Diego County,92009
1877,Merced County,95303
1878,San Diego County,92028
1879,Orange County,90621
1880,Sacramento County,95815
1881,Sacramento County,95828
1882,Los Angeles County,90058
1883,San Bernardino County,92308
1884,Los Angeles County,90290
1885,Amador County,95666
1886,Solano County,94591
1887,San Diego County,92028
1888,Sacramento County,95816
1889,Los Angeles County,91105
1890,Santa Cruz County,95033
1891,San Bernardino County,92347
1892,Trinity County,95552
1893,Santa Clara County,94041
1894,Sacramento County,95828
1895,Los Angeles County,90003
1896,San Francisco County,94117
1897,Santa Clara County,94022
1898,Fresno County,93704
1899,Monterey County,93426
1900,San Mateo County,94030
1901,Tulare County,93260
1902,Placer County,95746
1903,Riverside County,92236
1904,Lassen County,96109
1905,Alameda County,94703
1906,San Diego County,92126
1907,Los Angeles County,91030
1908,Los Angeles County,91744
1909,Nevada County,95975
1910,Santa Barbara County,93434
1911,Los Angeles County,91306
1912,San Bernardino County,92311
1913,Humboldt County,95554
1914,San Diego County,91917
1915,Tulare County,93274
1916,Yolo County,95645
1917,Sonoma County,95403
1918,San Bernardino County,91764
1919,San Francisco County,94110
1920,Orange County,92831
1921,Los Angeles County,90802
1922,Yuba County,95918
1923,San Bernardino County,92363
1924,Sacramento County,95833
1925,Calaveras County,95222
1926,Los Angeles County,91506
1927,Riverside County,92563
1928,Ventura County,93060
1929,Los Angeles County,91354
1930,Fresno County,93667
1931,El Dorado County,95633
1932,San Diego County,92028
1933,Placer County,95631
1934,San Luis Obispo County,93401
1935,Los Angeles County,90275
1936,Los Angeles County,91436
1937,Sonoma County,95476
1938,San Bernardino County,92408
1939,Riverside County,92507
1940,Contra Costa County,94583
1941,Fresno County,93721
1942,Los Angeles County,91107
1943,Nevada County,95949
1944,Kern County,93240
1945,Los Angeles County,91746
1946,San Diego County,91917
1947,Yolo County,95605
1948,Humboldt County,95549
1949,Los Angeles County,93532
1950,San Diego County,92130
1951,San Diego County,92109
1952,San Mateo County,94010
1953,El Dorado County,95720
1954,Merced County,95365
1955,Santa Clara County,95070
1956,Los Angeles County,90605
1957,Orange County,92886
1958,Sacramento County,95742
1959,Mendocino County,95417
1960,Santa Clara County,95124
1961,Riverside County,92276
1962,Ventura County,91377
1963,Santa Clara County,95135
1964,San Francisco County,94132
1965,Imperial County,92251
1966,Merced County,95324
1967,Sacramento County,95827
1968,Colusa County,95987
1969,Siskiyou County,96039
1970,El Dorado County,95636
1971,Los Angeles County,90604
1972,San Diego County,92117
1973,Los Angeles County,90807
1974,San Diego County,92091
1975,Madera County,93669
1976,Shasta County,96040
1977,San Joaquin County,95203
1978,San Bernardino County,92284
1979,Sacramento County,95621
1980,San Diego County,91901
1981,San Benito County,95043
1982,Kern County,93251
1983,El Dorado County,95726
1984,Los Angeles County,91107
1985,San Diego County,92130
1986,Fresno County,93654
1987,Los Angeles County,90710
1988,San Diego County,92130
1989,Kern County,93306
1990,Los Angeles County,90717
1991,San Diego County,92028
1992,Los Angeles County,90291
1993,Contra Costa County,94506
1994,Stanislaus County,95316
1995,Los Angeles County,90012
1996,Marin County,94972
1997,Santa Clara County,95139
1998,Santa Barbara County,93254
1999,Contra Costa County,94525
2000,San Bernardino County,92337
2001,Mendocino County,95470
2002,Tulare County,93267
2003,Inyo County,93526
2004,Ventura County,93003
2005,Sierra County,96124
2006,Placer County,95765
2007,Orange County,92887
2008,Butte County,95941
2009,Orange County,92679
2010,Contra Costa County,94547
2011,Amador County,95666
2012,Los Angeles County,91202
2013,San Mateo County,94002
2014,San Joaquin County,95205
2015,San Bernardino County,92284
2016,Los Angeles County,93550
2017,Fresno County,93630
2018,Los Angeles County,91732
2019,San Diego County,92126
2020,Imperial County,92231
2021,Los Angeles County,90606
2022,San Mateo County,94066
2023,Los Angeles County,90723
2024,Sacramento County,95837
2025,San Diego County,92028
2026,Stanislaus County,95351
2027,Yolo County,95694
2028,Santa Clara County,95136
2029,Alameda County,94545
2030,Los Angeles County,93552
2031,Monterey County,93960
2032,Humboldt County,95547
2033,Sacramento County,95610
2034,Tehama County,96061
2035,El Dorado County,95635
2036,Mariposa County,95311
2037,Stanislaus County,95368
2038,Contra Costa County,94596
2039,San Diego County,91962
2040,Stanislaus County,95385
2041,Los Angeles County,90222
2042,Orange County,92663
2043,Los Angeles County,91304
2044,Fresno County,93628
2045,Los Angeles County,91201
2046,Los Angeles County,91775
2047,Sonoma County,95450
2048,Yuba County,95918
2049,San Bernardino County,92308
2050,Tehama County,96022
2051,San Diego County,92040
2052,Stanislaus County,95307
2053,Siskiyou County,96039
2054,San Bernardino County,91784
2055,Fresno County,93660
2056,Los Angeles County,90403
2057,San Diego County,92113
2058,Glenn County,95939
2059,Fresno County,93646
2060,San Bernardino County,91761
2061,Los Angeles County,90292
2062,San Mateo County,94025
2063,Los Angeles County,91344
2064,Fresno County,93652
2065,Lassen County,96128
2066,Orange County,92661
2067,San Diego County,91942
2068,San Diego County,92004
2069,Yolo County,95776
2070,Kern County,93268
2071,Los Angeles County,90302
2072,Riverside County,92585
2073,Amador County,95665
2074,Los Angeles County,90001
2075,Los Angeles County,91755
2076,Riverside County,91752
2077,Siskiyou County,96031
2078,Humboldt County,95558
2079,Monterey County,93924
2080,San Francisco County,94112
2081,San Francisco County,94129
2082,Humboldt County,95501
2083,San Francisco County,94107
2084,San Francisco County,94110
2085,Alameda County,94586
2086,San Diego County,92109
2087,Humboldt County,95526
2088,San Diego County,91910
2089,San Diego County,92025
2090,Alameda County,94710
2091,Kern County,93312
2092,San Bernardino County,91784
2093,Los Angeles County,90240
2094,Amador County,95629
2095,El Dorado County,95619
2096,Calaveras County,95249
2097,Sacramento County,95758
2098,Yuba County,95935
2099,Los Angeles County,90293
2100,Plumas County,95947
2101,San Diego County,92040
2102,Sacramento County,95815
2103,Sacramento County,95758
2104,Los Angeles County,91020
2105,Contra Costa County,94521
2106,Los Angeles County,90304
2107,Yuba County,95903
2108,San Francisco County,94123
2109,Los Angeles County,90602
2110,Tulare County,93235
2111,Riverside County,92592
2112,Humboldt County,95525
2113,Los Angeles County,91350
2114,Los Angeles County,90067
2115,Solano County,94571
2116,Los Angeles County,91733
2117,Los Angeles County,90027
2118,Alameda County,94586
2119,Monterey County,93955
2120,Los Angeles County,91202
2121,Lake County,95453
2122,Orange County,92708
2123,Solano County,94592
2124,Los Angeles County,90001
2125,San Joaquin County,95236
2126,San Luis Obispo County,93461
2127,Humboldt County,95565
2128,Santa Clara County,95117
2129,Los Angeles County,93510
2130,Monterey County,93953
2131,Los Angeles County,90035
2132,Tehama County,96061
2133,Los Angeles County,91502
2134,San Diego County,92109
2135,Alameda County,94560
2136,Los Angeles County,91731
2137,Sierra County,96125
2138,San Diego County,92121
2139,Los Angeles County,90210
2140,Yolo County,95645
2141,Kern County,93226
2142,San Diego County,92131
2143,Kern County,93523
2144,San Diego County,92130
2145,Amador County,95642
2146,Alameda County,94542
2147,San Diego County,91913
2148,Butte County,95968
2149,Sonoma County,94954
2150,Sonoma County,95492
2151,Fresno County,93625
2152,San Diego County,92003
2153,San Luis Obispo County,93402
2154,Sonoma County,95448
2155,Fresno County,93616
2156,San Diego County,92106
2157,Solano County,94535
2158,Mendocino County,95463
2159,Yolo County,95616
2160,Marin County,94924
2161,Siskiyou County,96085
2162,Los Angeles County,91335
2163,Santa Cruz County,95019
2164,Riverside County,92201
2165,Santa Clara County,94041
2166,Humboldt County,95524
2167,San Bernardino County,92347
2168,Santa Clara County,95030
2169,Los Angeles County,93553
2170,Plumas County,96103
2171,Riverside County,92585
2172,Los Angeles County,91016
2173,Orange County,92840
2174,Placer County,95648
2175,Santa Clara County,95119
2176,Monterey County,95004
2177,Lassen County,96123
2178,Colusa County,95970
2179,Santa Clara County,95110
2180,Riverside County,92274
2181,Sacramento County,95626
2182,Monterey County,93930
2183,Santa Clara County,95140
2184,San Diego County,92121
2185,Orange County,92833
2186,San Mateo County,94063
2187,Shasta County,96096
2188,Santa Clara County,95014
2189,Los Angeles County,91201
2190,Mendocino County,95482
2191,Madera County,93644
2192,Placer County,95661
2193,San Francisco County,94111
2194,Los Angeles County,90221
2195,Los Angeles County,90038
2196,Los Angeles County,90037
2197,Merced County,95374
2198,San Luis Obispo County,93445
2199,Sonoma County,95425
2200,Orange County,92887
2201,Modoc County,96101
2202,Orange County,92821
2203,Alameda County,94618
2204,Los Angeles County,93543
2205,San Diego County,92117
2206,Marin County,94965
2207,Mariposa County,95345
2208,Stanislaus County,95382
2209,Alameda County,94544
2210,Sonoma County,95476
2211,Kern County,93249
2212,Madera County,93614
2213,Los Angeles County,91024
2214,Kern County,93309
2215,Sacramento County,95660
2216,Santa Clara County,95132
2217,Lake County,95458
2218,Fresno County,93652
2219,Los Angeles County,91750
2220,San Bernardino County,92407
2221,San Diego County,92059
2222,Marin County,94940
2223,Marin County,94920
2224,Los Angeles County,90802
2225,El Dorado County,95735
2226,San Bernardino County,91701
2227,Los Angeles County,90031
2228,San Mateo County,94002
2229,Santa Clara County,95123
2230,Los Angeles County,91345
2231,Sacramento County,95826
2232,Sacramento County,95824
2233,Los Angeles County,90069
2234,Siskiyou County,96031
2235,Riverside County,92567
2236,Santa Clara County,95128
2237,San Bernardino County,92301
2238,Marin County,94941
2239,Madera County,93669
2240,San Diego County,91901
2241,Mendocino County,95490
2242,Los Angeles County,91411
2243,Orange County,92801
2244,Sacramento County,95690
2245,Los Angeles County,90008
2246,Fresno County,93702
2247,Kern County,93531
2248,Stanislaus County,95358
2249,Los Angeles County,90744
2250,Los Angeles County,91602
2251,Los Angeles County,91731
2252,Los Angeles County,90715
2253,San Diego County,91977
2254,Los Angeles County,91740
2255,San Bernardino County,92404
2256,Butte County,95969
2257,Monterey County,95012
2258,San Francisco County,94123
2259,San Diego County,92120
2260,San Bernardino County,92345
2261,San Diego County,92126
2262,San Joaquin County,95210
2263,Santa Clara County,94022
2264,Marin County,94925
2265,Santa Cruz County,95018
